,Top 50,Top 100,Top 200,Top N
precision,"(0.05600000000000001, 0.03440930106817051)","(0.028000000000000004, 0.017204650534085254)","(0.02, 0.01)","(0.06666666666666667, 0.045133546692422005)"
recall,"(0.3821428571428572, 0.22463121705023412)","(0.3821428571428572, 0.22463121705023412)","(0.5578571428571429, 0.2323833918685381)","(0.32857142857142857, 0.21946130708196024)"
f1,"(0.09764065335753176, 0.059600878236670526)","(0.05216337833160263, 0.03193802516173326)","(0.038601163770835036, 0.0191979747000778)","(0.11078224101479914, 0.07475419240798162)"
ndcg,"(0.21857414137568867, 0.14423361467753187)","(0.21857414137568867, 0.14423361467753187)","(0.26406040632659933, 0.15602754135628732)","(0.19912276753526797, 0.13575316157222042)"
