,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.012649110640673518)","(0.018, 0.014696938456699069)","(0.015, 0.008944271909999158)","(0.01981981981981982, 0.014414414414414415)"
recall,"(0.04838383838383839, 0.02902419398266264)","(0.08474747474747475, 0.06531254080909812)","(0.14106782106782106, 0.07758102907602944)","(0.10383838383838384, 0.07111971940550327)"
f1,"(0.02826330532212885, 0.017580278646398474)","(0.029673983513939056, 0.024003954205731533)","(0.027109153541965192, 0.01605145324198069)","(0.03326779579874593, 0.02397966236119926)"
ndcg,"(0.030288368067344494, 0.01767454172645057)","(0.047077793354555676, 0.03466695365259524)","(0.07000473118130954, 0.03884475499986028)","(0.05505326089091096, 0.03700716780687764)"
