,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.002, 0.004)","(0.004, 0.004898979485566357)","(0.002666666666666667, 0.005333333333333334)"
recall,"(0.0, 0.0)","(0.013333333333333332, 0.026666666666666665)","(0.05333333333333333, 0.06531972647421809)","(0.013333333333333332, 0.026666666666666665)"
f1,"(0.0, 0.0)","(0.0034782608695652175, 0.006956521739130435)","(0.007441860465116279, 0.009114380438262988)","(0.0044444444444444444, 0.008888888888888889)"
ndcg,"(0.0, 0.0)","(0.005645204958829292, 0.011290409917658584)","(0.019468937356800612, 0.023877362571247528)","(0.005645204958829292, 0.011290409917658584)"
