,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.012649110640673518)","(0.014000000000000002, 0.013564659966250536)","(0.007000000000000001, 0.006782329983125268)","(0.02142857142857143, 0.017496355305594128)"
recall,"(0.18, 0.12754084313139327)","(0.26, 0.27760883751542687)","(0.26, 0.27760883751542687)","(0.10666666666666666, 0.0879393730551528)"
f1,"(0.03597402597402597, 0.023000582978231345)","(0.026558849955076368, 0.025869371215656967)","(0.013630120767227088, 0.013242211643094503)","(0.035650623885918005, 0.02911588875450327)"
ndcg,"(0.06466189024236287, 0.044435219676931044)","(0.08695330158317262, 0.0853433555108997)","(0.08695330158317262, 0.0853433555108997)","(0.04042623932636953, 0.033115209504660806)"
