,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.008, 0.0074833147735478825)","(0.004, 0.0037416573867739412)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.4, 0.37416573867739417)","(0.4, 0.37416573867739417)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.01568627450980392, 0.014673166222642905)","(0.007920792079207921, 0.007409222548067211)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.04777215978927039, 0.045816871669983446)","(0.04777215978927039, 0.045816871669983446)","(0.0, 0.0)"
