,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.014966629547095765)","(0.008, 0.0074833147735478825)","(0.004, 0.0037416573867739412)","(0.02, 0.016329931618554522)"
recall,"(0.13999999999999999, 0.12719189352225943)","(0.13999999999999999, 0.12719189352225943)","(0.13999999999999999, 0.12719189352225943)","(0.10666666666666666, 0.0879393730551528)"
f1,"(0.0287012987012987, 0.026762071423150662)","(0.015130278526504943, 0.014129246476465877)","(0.007776462230641723, 0.0072679098792316505)","(0.03365079365079365, 0.027481870613116376)"
ndcg,"(0.05474981666755646, 0.051470342855975064)","(0.05474981666755646, 0.051470342855975064)","(0.05474981666755646, 0.051470342855975064)","(0.04359656752922073, 0.03605545016022723)"
