,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.016)","(0.006, 0.008)","(0.004, 0.0037416573867739412)","(0.0, 0.0)"
recall,"(0.08, 0.16)","(0.12000000000000002, 0.16)","(0.17, 0.15362291495737218)","(0.0, 0.0)"
f1,"(0.014545454545454545, 0.02909090909090909)","(0.011428571428571427, 0.015238095238095236)","(0.007814442850310856, 0.00730337580734139)","(0.0, 0.0)"
ndcg,"(0.027258243738840025, 0.05451648747768005)","(0.03753596144158541, 0.053237846154521505)","(0.04678883419713743, 0.0498206777366753)","(0.0, 0.0)"
