,Top 25,Top 50,Top 100,Top 200
precision,"(0.064, 0.040792156108742275)","(0.036000000000000004, 0.0265329983228432)","(0.022, 0.0132664991614216)","(0.011, 0.0066332495807108)"
recall,"(0.08905572755417956, 0.05492048889312399)","(0.09905572755417957, 0.06808190324290417)","(0.12010835913312694, 0.06673303335530865)","(0.12010835913312694, 0.06673303335530865)"
f1,"(0.07431738992714602, 0.04651227794646852)","(0.05271575493509303, 0.03806308663681951)","(0.03715152550852348, 0.022105840305468766)","(0.020142518975925956, 0.012058492521609303)"
ndcg,"(0.11006351245404127, 0.08698595295773542)","(0.1150716009195755, 0.09504434375661548)","(0.12360467236875487, 0.09001087407611494)","(0.12360467236875487, 0.09001087407611494)"
