,Top 50,Top 100,Top 200,Top N
precision,"(0.11200000000000002, 0.024000000000000007)","(0.066, 0.01854723699099141)","(0.045, 0.008366600265340756)","(0.02569832402234637, 0.0017269308185280637)"
recall,"(0.027280785097451223, 0.005518375080172998)","(0.032140167253063304, 0.00870506444990861)","(0.04393227736919819, 0.008111939000214142)","(0.134832357426586, 0.009810571787498475)"
f1,"(0.04387300037189078, 0.008976226675061476)","(0.043226983825740875, 0.011851418063194234)","(0.044456990677512805, 0.008228491998624283)","(0.04316753499981363, 0.00293065871251796)"
ndcg,"(0.14281549835148583, 0.045535240500716695)","(0.09556027643244511, 0.030319494313088724)","(0.06711656233007075, 0.01777829969531497)","(0.11847266424012777, 0.014125828555430712)"
