,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.01788854381999832)","(0.012, 0.0116619037896906)","(0.006, 0.0058309518948453)","(0.017241379310344827, 0.01542115846551579)"
recall,"(0.08484848484848484, 0.07459717348540103)","(0.10151515151515152, 0.09696969696969697)","(0.10151515151515152, 0.09696969696969697)","(0.08484848484848484, 0.07459717348540103)"
f1,"(0.03236382866208355, 0.02885326541796738)","(0.021460746460746458, 0.020819408941181394)","(0.011329696861307342, 0.0110002768941906)","(0.02865424430641822, 0.025555599352659362)"
ndcg,"(0.09376059127426097, 0.1196939283336224)","(0.10014647778255384, 0.1318422348709049)","(0.10014647778255384, 0.1318422348709049)","(0.09376059127426097, 0.1196939283336224)"
