,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.014966629547095765)","(0.03200000000000001, 0.02039607805437114)","(0.02, 0.011401754250991379)","(0.011881188118811881, 0.005285682302985797)"
recall,"(0.012448728146103339, 0.011340603709041025)","(0.04972785895343492, 0.030684423970055223)","(0.06208879078698339, 0.03439888791571287)","(0.07477083511081876, 0.03137633120196953)"
f1,"(0.013989586403379505, 0.012887821628172782)","(0.038909940092798564, 0.024490499538568418)","(0.030234618390231616, 0.017112060392980088)","(0.020495842937164128, 0.00904603704049291)"
ndcg,"(0.013331745133033989, 0.013823833147650101)","(0.031218198349064648, 0.019862111125116565)","(0.03773718352238374, 0.021110672801226235)","(0.04307949834244888, 0.020066070189527326)"
