,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.02, 0.025298221281347035)","(0.012, 0.0116619037896906)","(0.013000000000000001, 0.004)"
recall,"(0.023529411764705882, 0.028817526385684446)","(0.058823529411764705, 0.07440653318043246)","(0.06993464052287582, 0.06872386629069237)","(0.1503267973856209, 0.049084923805277354)"
f1,"(0.019047619047619053, 0.02332847374079218)","(0.029850746268656712, 0.03775853922589109)","(0.02048384760249167, 0.019939930663025077)","(0.02392931129243648, 0.0073987111265935756)"
ndcg,"(0.021168990478429715, 0.026005986286051348)","(0.038420134876953276, 0.04750427818369724)","(0.04339506832192328, 0.04442275395517923)","(0.07408372233376648, 0.037974055630579324)"
