,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.03577708763999664)","(0.039999999999999994, 0.03577708763999663)","(0.022, 0.016)","(0.015000000000000003, 0.010488088481701515)"
recall,"(0.17333333333333334, 0.14966629547095764)","(0.3466666666666667, 0.2910517327059076)","(0.38666666666666666, 0.25174943451332277)","(0.5266666666666667, 0.3309246305597562)"
f1,"(0.06494623655913978, 0.05771139137279831)","(0.07168831168831169, 0.0637430857024453)","(0.04161725067385444, 0.030107836820639014)","(0.029164101349751365, 0.020338139766157084)"
ndcg,"(0.17367141859791774, 0.17752727731608495)","(0.23218036472962994, 0.22584953188464751)","(0.24257837144921704, 0.21589826132289022)","(0.2779138819138143, 0.23692766534996873)"
