,Top 25,Top 50,Top 100,Top 200
precision,"(0.27999999999999997, 0.09465727652959385)","(0.18, 0.0551361950083609)","(0.126, 0.039293765408777)","(0.075, 0.0130384048104053)"
recall,"(0.05798898071625345, 0.019453015458427543)","(0.07455922865013774, 0.022624175544446724)","(0.1043801652892562, 0.0322547536159778)","(0.12431129476584021, 0.02122526514886455)"
f1,"(0.09607935758148324, 0.032273720337382426)","(0.10544203646370828, 0.03208402712196488)","(0.1141752365281777, 0.03542871203453839)","(0.09355529595015577, 0.016154823932600447)"
ndcg,"(0.3581520442726912, 0.12450239227234891)","(0.25535264511301536, 0.08355226263999076)","(0.18511145741599272, 0.05685065819211493)","(0.17543512979198667, 0.04280413529482296)"
