,Top 25,Top 50,Top 100,Top 200
precision,0.033 +/- 0.024,0.029 +/- 0.019,0.021 +/- 0.01,0.015 +/- 0.006
recall,0.032 +/- 0.04,0.076 +/- 0.07,0.107 +/- 0.072,0.152 +/- 0.085
f1,0.022 +/- 0.022,0.03 +/- 0.024,0.027 +/- 0.014,0.023 +/- 0.009
ndcg,0.042 +/- 0.037,0.054 +/- 0.044,0.059 +/- 0.04,0.072 +/- 0.042
